epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,205.296,1.33851,1.11632,1.37357,0.92772,0.82293,0.90967,0.57306,1.28876,0.77899,1.413,0.000976293,0.000976293,0.000976293
34,213.039,1.30918,1.06229,1.33967,0.8834,0.82807,0.89927,0.54352,1.30051,0.84564,1.41895,0.000962146,0.000962146,0.000962146
35,220.888,1.33178,1.09754,1.37598,0.96215,0.83406,0.92107,0.57206,1.29729,0.77969,1.41433,0.000947999,0.000947999,0.000947999
36,228.69,1.36314,1.11851,1.38837,0.95018,0.84264,0.92449,0.55752,1.29675,0.75979,1.42967,0.000933851,0.000933851,0.000933851
37,236.595,1.32101,1.06626,1.3477,0.86508,0.86236,0.90245,0.56123,1.27336,0.82635,1.39633,0.000919704,0.000919704,0.000919704
38,244.337,1.31325,1.05452,1.33634,0.91768,0.85092,0.90934,0.54772,1.32609,0.79918,1.43679,0.000905557,0.000905557,0.000905557
39,252.138,1.30632,1.04437,1.33875,0.92313,0.86389,0.9257,0.56659,1.27288,0.75038,1.38662,0.00089141,0.00089141,0.00089141
40,259.862,1.29924,1.0451,1.33862,0.88251,0.8589,0.90762,0.57621,1.26091,0.7691,1.37798,0.000877263,0.000877263,0.000877263
41,267.526,1.30025,1.05733,1.36969,0.92367,0.84612,0.9111,0.57974,1.26093,0.74109,1.38069,0.000863116,0.000863116,0.000863116
42,275.243,1.28034,1.01951,1.332,0.93505,0.85119,0.9124,0.5731,1.29354,0.76846,1.4102,0.000848969,0.000848969,0.000848969
43,281.473,1.29328,0.97736,1.32674,0.88428,0.86963,0.91344,0.57946,1.26733,0.75049,1.39375,0.000834822,0.000834822,0.000834822
44,285.718,1.26323,1.02709,1.30258,0.92847,0.85879,0.9141,0.57069,1.29464,0.74349,1.38802,0.000820675,0.000820675,0.000820675
45,289.891,1.28046,1.02149,1.33525,0.8969,0.8192,0.90044,0.56522,1.34474,0.78816,1.44284,0.000806528,0.000806528,0.000806528
46,294.045,1.26653,0.97794,1.31085,0.86318,0.86972,0.90983,0.56507,1.3165,0.77261,1.39072,0.00079238,0.00079238,0.00079238
47,298.265,1.245,0.97147,1.30358,0.94078,0.8426,0.91862,0.56946,1.33498,0.74516,1.41824,0.000778233,0.000778233,0.000778233
48,302.395,1.27626,0.96664,1.31424,0.91791,0.84651,0.92723,0.57635,1.2575,0.74561,1.40387,0.000764086,0.000764086,0.000764086
49,306.543,1.21457,0.9469,1.28277,0.96288,0.85252,0.93628,0.57579,1.28929,0.69804,1.4016,0.000749939,0.000749939,0.000749939
50,310.645,1.23277,0.9585,1.28423,0.94442,0.87222,0.93383,0.59009,1.27202,0.70332,1.38205,0.000735792,0.000735792,0.000735792
51,314.724,1.22246,0.94138,1.28469,0.93616,0.86637,0.9314,0.57707,1.29447,0.71781,1.39952,0.000721645,0.000721645,0.000721645
52,318.874,1.22122,0.96732,1.29521,0.93251,0.89184,0.93127,0.56527,1.33429,0.73396,1.44534,0.000707498,0.000707498,0.000707498
53,323.028,1.22037,0.9301,1.27862,0.94203,0.84825,0.92399,0.57698,1.2841,0.70567,1.38848,0.000693351,0.000693351,0.000693351
54,327.075,1.21964,0.93443,1.27468,0.93474,0.85385,0.92697,0.58788,1.25076,0.69564,1.36111,0.000679204,0.000679204,0.000679204
55,331.206,1.19731,0.9267,1.27665,0.96976,0.84752,0.92839,0.58633,1.28408,0.70307,1.40819,0.000665057,0.000665057,0.000665057
56,335.388,1.23086,0.95369,1.29727,0.9161,0.88775,0.93572,0.56679,1.31547,0.70671,1.4455,0.000650909,0.000650909,0.000650909
57,339.438,1.17499,0.90667,1.26657,0.93443,0.87201,0.92921,0.5735,1.31075,0.72543,1.42707,0.000636762,0.000636762,0.000636762
58,343.719,1.18047,0.90126,1.26813,0.92433,0.88757,0.93127,0.57268,1.3275,0.70082,1.467,0.000622615,0.000622615,0.000622615
59,347.935,1.16876,0.87384,1.25635,0.92381,0.88435,0.93184,0.5816,1.29657,0.68982,1.41843,0.000608468,0.000608468,0.000608468
60,352.113,1.16561,0.87622,1.2576,0.93013,0.89197,0.93635,0.59512,1.30294,0.6669,1.40261,0.000594321,0.000594321,0.000594321
61,356.222,1.1467,0.86803,1.24182,0.93166,0.88816,0.93234,0.5881,1.27534,0.67924,1.40969,0.000580174,0.000580174,0.000580174
62,360.521,1.14923,0.86259,1.2464,0.93174,0.89162,0.93178,0.5862,1.2735,0.65787,1.42296,0.000566027,0.000566027,0.000566027
63,364.907,1.15054,0.88771,1.2367,0.94581,0.87525,0.92961,0.58379,1.29528,0.68068,1.4428,0.00055188,0.00055188,0.00055188
64,369.013,1.1219,0.82319,1.22577,0.89438,0.90916,0.93326,0.58373,1.28596,0.67808,1.414,0.000537733,0.000537733,0.000537733
65,373.147,1.14143,0.85896,1.24585,0.94434,0.8934,0.9407,0.58601,1.30046,0.64324,1.42401,0.000523586,0.000523586,0.000523586
66,377.368,1.12061,0.83623,1.2328,0.94509,0.8721,0.93781,0.58974,1.29342,0.64811,1.39009,0.000509438,0.000509438,0.000509438
67,381.532,1.11526,0.82405,1.22045,0.93867,0.87046,0.93173,0.60974,1.27485,0.66094,1.39416,0.000495291,0.000495291,0.000495291
68,385.666,1.11375,0.8181,1.21926,0.93308,0.90168,0.93471,0.58618,1.28206,0.66764,1.43228,0.000481144,0.000481144,0.000481144
69,389.8,1.09482,0.81255,1.22121,0.9434,0.86315,0.92273,0.58764,1.3006,0.66476,1.40502,0.000466997,0.000466997,0.000466997
70,394.002,1.08648,0.81957,1.20268,0.93509,0.90185,0.93623,0.60185,1.27612,0.63419,1.41679,0.00045285,0.00045285,0.00045285
71,398.112,1.10531,0.82285,1.23687,0.94494,0.86872,0.92818,0.59364,1.2699,0.69018,1.42549,0.000438703,0.000438703,0.000438703
72,402.165,1.08587,0.80107,1.20029,0.93504,0.88764,0.93701,0.5969,1.287,0.66558,1.4284,0.000424556,0.000424556,0.000424556
73,406.219,1.11278,0.82646,1.21241,0.93327,0.88225,0.93064,0.5915,1.29887,0.64692,1.45567,0.000410409,0.000410409,0.000410409
74,410.24,1.07419,0.78273,1.20547,0.96905,0.8817,0.94412,0.59764,1.28268,0.64596,1.43562,0.000396262,0.000396262,0.000396262
75,414.291,1.05405,0.7896,1.19247,0.93565,0.88828,0.9356,0.60378,1.26602,0.6403,1.42111,0.000382115,0.000382115,0.000382115
76,418.379,1.07656,0.81578,1.20331,0.94412,0.8831,0.9277,0.59161,1.32093,0.64296,1.47047,0.000367967,0.000367967,0.000367967
77,422.576,1.07422,0.77514,1.19468,0.92686,0.89966,0.93605,0.59791,1.29509,0.64459,1.43437,0.00035382,0.00035382,0.00035382
78,426.724,1.0737,0.84205,1.20841,0.93921,0.90246,0.93562,0.59765,1.27592,0.63329,1.41416,0.000339673,0.000339673,0.000339673
79,430.852,1.04464,0.754,1.17654,0.94274,0.86889,0.93722,0.60352,1.25467,0.6414,1.41025,0.000325526,0.000325526,0.000325526
80,434.868,1.04063,0.76228,1.18489,0.94432,0.89841,0.94225,0.60955,1.27142,0.61464,1.44476,0.000311379,0.000311379,0.000311379
81,439.061,1.06901,0.82891,1.21479,0.93648,0.8882,0.934,0.59,1.3232,0.62608,1.471,0.000297232,0.000297232,0.000297232
82,443.22,1.02607,0.74964,1.18276,0.9467,0.87483,0.94179,0.59837,1.30541,0.62273,1.45552,0.000283085,0.000283085,0.000283085
83,447.316,1.01731,0.74743,1.16596,0.93536,0.89519,0.94412,0.60738,1.274,0.63042,1.43825,0.000268938,0.000268938,0.000268938
84,451.514,1.01805,0.75549,1.1751,0.94906,0.86563,0.92913,0.60235,1.29036,0.62594,1.44087,0.000254791,0.000254791,0.000254791
85,455.826,1.0236,0.74021,1.16885,0.93971,0.89349,0.93059,0.60231,1.29165,0.62688,1.44797,0.000240644,0.000240644,0.000240644
86,459.997,1.02131,0.74057,1.16853,0.92193,0.89193,0.9367,0.60476,1.29233,0.62347,1.44719,0.000226497,0.000226497,0.000226497
87,464.149,1.0115,0.7451,1.16788,0.90767,0.89834,0.93855,0.61029,1.27782,0.62981,1.44144,0.000212349,0.000212349,0.000212349
88,468.279,1.02288,0.7553,1.17827,0.94615,0.88806,0.94232,0.60381,1.2883,0.62171,1.44143,0.000198202,0.000198202,0.000198202
89,472.461,0.98593,0.72464,1.15627,0.95248,0.89646,0.95194,0.60864,1.28392,0.60725,1.47583,0.000184055,0.000184055,0.000184055
90,476.739,0.99483,0.73115,1.15518,0.9657,0.87477,0.94419,0.59644,1.3067,0.62145,1.47039,0.000169908,0.000169908,0.000169908
91,492.382,0.93698,0.68143,1.18236,0.92318,0.89563,0.93998,0.59966,1.30668,0.61439,1.47326,0.000155761,0.000155761,0.000155761
92,497.101,0.89975,0.60294,1.13358,0.93082,0.90103,0.93926,0.60284,1.30294,0.61637,1.47273,0.000141614,0.000141614,0.000141614
93,501.408,0.89634,0.61917,1.14837,0.92381,0.899,0.94285,0.59583,1.29409,0.62587,1.46578,0.000127467,0.000127467,0.000127467
94,505.819,0.88736,0.59289,1.14002,0.9294,0.90934,0.94798,0.60103,1.28239,0.61379,1.46038,0.00011332,0.00011332,0.00011332
95,510.309,0.85815,0.58743,1.12148,0.92896,0.90288,0.94202,0.60501,1.27883,0.61204,1.45017,9.91726e-05,9.91726e-05,9.91726e-05
96,514.688,0.83891,0.57676,1.11267,0.93506,0.90686,0.94139,0.60595,1.27914,0.60712,1.45012,8.50255e-05,8.50255e-05,8.50255e-05
97,519.109,0.86494,0.65816,1.13976,0.94146,0.91139,0.9457,0.60813,1.28714,0.60502,1.4576,7.08784e-05,7.08784e-05,7.08784e-05
98,523.594,0.83463,0.56567,1.10124,0.93462,0.90225,0.94251,0.60519,1.28105,0.60514,1.45764,5.67313e-05,5.67313e-05,5.67313e-05
99,527.959,0.83911,0.57198,1.10649,0.93936,0.90158,0.94567,0.60369,1.28426,0.61157,1.46338,4.25842e-05,4.25842e-05,4.25842e-05
100,532.274,0.82415,0.56684,1.10024,0.95221,0.89834,0.94725,0.60571,1.27317,0.59978,1.45798,2.84371e-05,2.84371e-05,2.84371e-05
