epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,211.743,0.77185,1.49517,0.98013,0.49033,0.5,0.4975,0.46687,0.7164,2.54451,0.69398,0.000150721,0.000150721,0.000150721
21,221.983,0.74644,1.35253,0.98346,0.48044,0.5,0.4975,0.4776,0.6708,2.47927,0.68828,0.000156518,0.000156518,0.000156518
22,232.183,0.79762,1.32476,0.97542,0.47049,0.5,0.4975,0.4779,0.64459,2.50271,0.69265,0.000162127,0.000162127,0.000162127
23,242.52,0.83905,1.35168,0.98951,0.46559,0.5,0.4975,0.47831,0.6486,2.51704,0.70831,0.000167547,0.000167547,0.000167547
24,252.75,0.72851,1.32114,0.94775,0.46141,0.5,0.4975,0.48437,0.65111,2.49697,0.7183,0.000172779,0.000172779,0.000172779
25,262.844,0.73327,1.25226,0.9731,0.47781,0.5,0.4975,0.48437,0.64547,2.45056,0.72546,0.000177822,0.000177822,0.000177822
26,272.97,0.71266,1.20241,0.91741,0.48843,0.5,0.4975,0.47123,0.66167,2.38137,0.73198,0.000182677,0.000182677,0.000182677
27,283.032,0.66182,1.25048,0.93841,0.4924,0.5,0.4975,0.48437,0.65762,2.23987,0.73156,0.000187343,0.000187343,0.000187343
28,293.402,0.67671,1.28832,0.93089,0.4924,0.5,0.4975,0.48437,0.65762,2.23987,0.73156,0.000191821,0.000191821,0.000191821
29,303.542,0.72803,1.20494,0.96005,0.49266,0.5,0.4975,0.48437,0.6368,2.1016,0.72386,0.00019611,0.00019611,0.00019611
30,313.691,0.74982,1.25781,0.92149,0.49311,0.5,0.4975,0.45944,0.61132,2.0353,0.71224,0.000200211,0.000200211,0.000200211
31,323.813,0.63312,1.06225,0.8913,0.49311,0.5,0.4975,0.45944,0.61132,2.0353,0.71224,0.000204123,0.000204123,0.000204123
32,333.886,0.68891,1.20955,0.90605,0.49074,0.5,0.4975,0.45944,0.6071,1.96895,0.70551,0.000207847,0.000207847,0.000207847
33,344.054,0.68173,1.18017,0.93784,0.875,0.66667,0.83083,0.66027,0.60142,1.91461,0.69862,0.000211382,0.000211382,0.000211382
34,354.408,0.64214,1.09465,0.92493,0.875,0.66667,0.83083,0.66027,0.60142,1.91461,0.69862,0.000214729,0.000214729,0.000214729
35,364.6,0.74024,1.11353,0.96532,0.75,0.66667,0.74791,0.63694,0.54466,1.77362,0.68757,0.000217887,0.000217887,0.000217887
36,374.911,0.70344,1.13754,0.97671,0.625,0.66667,0.70646,0.60792,0.54439,1.65856,0.68539,0.000220857,0.000220857,0.000220857
37,384.996,0.63802,1.09155,0.88342,0.625,0.66667,0.70646,0.60792,0.54439,1.65856,0.68539,0.000223638,0.000223638,0.000223638
38,395.162,0.64017,1.07627,0.90491,0.6,0.66667,0.69817,0.59043,0.5678,1.63359,0.68374,0.000226231,0.000226231,0.000226231
39,405.47,0.65258,1.08257,0.93486,0.66667,0.83333,0.77555,0.64808,0.59826,1.69946,0.68382,0.000228635,0.000228635,0.000228635
40,415.763,0.64308,1.06252,0.91958,0.66667,0.83333,0.77555,0.64808,0.59826,1.69946,0.68382,0.000230851,0.000230851,0.000230851
41,426.183,0.60957,1.03497,0.85825,0.64286,0.83333,0.79904,0.65904,0.61607,1.77227,0.68367,0.000232878,0.000232878,0.000232878
42,436.93,0.70825,1.07312,0.93636,0.61111,0.83333,0.7937,0.63677,0.62143,1.75989,0.68475,0.000234717,0.000234717,0.000234717
43,447.417,0.67596,1.0403,0.94256,0.61111,0.83333,0.7937,0.63677,0.62143,1.75989,0.68475,0.000236367,0.000236367,0.000236367
44,457.788,0.67177,1.14802,0.9065,0.65,1,0.9125,0.6181,0.62985,1.6701,0.6929,0.000237829,0.000237829,0.000237829
45,468.515,0.6702,1.06648,0.91381,0.65,1,0.9125,0.6181,0.62985,1.6701,0.6929,0.000239102,0.000239102,0.000239102
46,478.709,0.63347,1.13115,0.87877,0.65,1,0.9125,0.6181,0.64232,1.54706,0.69955,0.000240187,0.000240187,0.000240187
47,488.74,0.65103,0.99296,0.9011,0.65,1,0.9125,0.6181,0.64232,1.54706,0.69955,0.000241084,0.000241084,0.000241084
48,498.749,0.6433,1.04549,0.91448,0.66667,1,0.95375,0.62858,0.59708,1.40797,0.705,0.000241791,0.000241791,0.000241791
49,508.877,0.68063,1.18199,0.93936,0.66667,1,0.95375,0.62858,0.59708,1.40797,0.705,0.000242311,0.000242311,0.000242311
50,519.049,0.6799,1.03115,0.90825,0.48611,0.83333,0.8487,0.64004,0.55447,1.33177,0.70539,0.000242641,0.000242641,0.000242641
51,529.254,0.67385,1.045,0.92065,0.48611,0.83333,0.8487,0.64004,0.55447,1.33177,0.70539,0.00024038,0.00024038,0.00024038
52,539.47,0.64392,1.0579,0.92356,0.5,0.83333,0.85104,0.64224,0.55821,1.31958,0.70477,0.000235668,0.000235668,0.000235668
53,549.643,0.62701,0.96758,0.88838,0.5,0.83333,0.85104,0.64224,0.55821,1.31958,0.70477,0.000230955,0.000230955,0.000230955
54,559.863,0.56873,0.92523,0.88895,0.46591,0.83333,0.8453,0.62056,0.56389,1.27214,0.70284,0.000226243,0.000226243,0.000226243
55,570.038,0.62336,0.9514,0.9009,0.46591,0.83333,0.8453,0.62056,0.56389,1.27214,0.70284,0.00022153,0.00022153,0.00022153
56,580.304,0.78156,1.1302,1.01727,0.30804,1,0.929,0.61956,0.60184,1.25477,0.70592,0.000216818,0.000216818,0.000216818
57,590.536,0.55898,0.90314,0.84814,0.30804,1,0.929,0.61956,0.60184,1.25477,0.70592,0.000212106,0.000212106,0.000212106
58,600.894,0.69847,0.92467,0.93002,0.88185,0.5,0.929,0.61626,0.57626,1.19376,0.69866,0.000207393,0.000207393,0.000207393
59,611.194,0.58747,0.908,0.87806,0.88185,0.5,0.929,0.61626,0.57626,1.19376,0.69866,0.000202681,0.000202681,0.000202681
60,621.49,0.66254,1.02285,0.93281,0.88172,0.5,0.929,0.62467,0.56314,1.1418,0.69766,0.000197968,0.000197968,0.000197968
61,631.807,0.55391,0.8989,0.86295,0.88172,0.5,0.929,0.62467,0.56314,1.1418,0.69766,0.000193256,0.000193256,0.000193256
62,642.195,0.57442,0.91377,0.87418,0.88158,0.82741,0.929,0.63472,0.56164,1.11552,0.69674,0.000188544,0.000188544,0.000188544
63,652.516,0.64075,0.98387,0.91348,0.88158,0.82741,0.929,0.63472,0.56164,1.11552,0.69674,0.000183831,0.000183831,0.000183831
64,662.897,0.61797,0.95626,0.88342,0.81724,0.83333,0.83842,0.64294,0.55572,1.09077,0.70344,0.000179119,0.000179119,0.000179119
65,673.279,0.60867,0.95885,0.89949,0.81724,0.83333,0.83842,0.64294,0.55572,1.09077,0.70344,0.000174406,0.000174406,0.000174406
66,683.627,0.61391,0.97474,0.89981,0.76787,0.83333,0.83842,0.64259,0.56672,1.0568,0.71284,0.000169694,0.000169694,0.000169694
67,694.004,0.62,0.8831,0.89778,0.76787,0.83333,0.83842,0.64259,0.56672,1.0568,0.71284,0.000164982,0.000164982,0.000164982
68,704.464,0.64669,0.92463,0.89879,0.75089,0.83333,0.83801,0.61918,0.58298,1.03307,0.7204,0.000160269,0.000160269,0.000160269
69,714.846,0.67125,0.95439,0.93221,0.75089,0.83333,0.83801,0.61918,0.58298,1.03307,0.7204,0.000155557,0.000155557,0.000155557
70,725.412,0.58665,0.88111,0.90841,0.7524,0.83333,0.83732,0.62164,0.59443,1.02402,0.72139,0.000150844,0.000150844,0.000150844
71,736.018,0.64831,0.91625,0.90412,0.7524,0.83333,0.83732,0.62164,0.59443,1.02402,0.72139,0.000146132,0.000146132,0.000146132
72,746.332,0.58696,0.887,0.89573,0.74089,0.83333,0.83732,0.61678,0.57235,1.01212,0.71587,0.00014142,0.00014142,0.00014142
73,756.599,0.5691,0.90659,0.87249,0.74089,0.83333,0.83732,0.61678,0.57235,1.01212,0.71587,0.000136707,0.000136707,0.000136707
74,767.355,0.5768,0.88707,0.88391,0.76792,0.83333,0.83701,0.60618,0.53455,0.99029,0.70431,0.000131995,0.000131995,0.000131995
75,777.488,0.58172,0.91943,0.89576,0.76792,0.83333,0.83701,0.60618,0.53455,0.99029,0.70431,0.000127282,0.000127282,0.000127282
76,787.607,0.58281,0.91047,0.88449,0.79735,0.83333,0.83673,0.61089,0.5194,0.97536,0.69811,0.00012257,0.00012257,0.00012257
77,797.735,0.51398,0.84864,0.8702,0.79735,0.83333,0.83673,0.61089,0.5194,0.97536,0.69811,0.000117858,0.000117858,0.000117858
78,807.9,0.59185,0.89142,0.89344,0.8115,0.83333,0.83647,0.61074,0.50053,0.95629,0.69328,0.000113145,0.000113145,0.000113145
79,817.952,0.5143,0.81936,0.84454,0.8115,0.83333,0.83647,0.61074,0.50053,0.95629,0.69328,0.000108433,0.000108433,0.000108433
80,828.026,0.54143,0.83699,0.84916,0.82945,0.83333,0.83647,0.62624,0.47601,0.94941,0.6892,0.00010372,0.00010372,0.00010372
81,838.042,0.58193,0.89111,0.89834,0.82945,0.83333,0.83647,0.62624,0.47601,0.94941,0.6892,9.9008e-05,9.9008e-05,9.9008e-05
82,848.385,0.51438,0.89477,0.87903,0.84085,0.83333,0.8358,0.63405,0.46936,0.9466,0.68624,9.42956e-05,9.42956e-05,9.42956e-05
83,858.698,0.50715,0.8045,0.84845,0.84085,0.83333,0.8358,0.63405,0.46936,0.9466,0.68624,8.95832e-05,8.95832e-05,8.95832e-05
84,869.042,0.56027,0.88016,0.89195,0.84981,0.83333,0.8358,0.64513,0.47528,0.94045,0.68601,8.48708e-05,8.48708e-05,8.48708e-05
85,879.37,0.6484,0.93915,0.9437,0.84981,0.83333,0.8358,0.64513,0.47528,0.94045,0.68601,8.01584e-05,8.01584e-05,8.01584e-05
86,889.826,0.52517,0.8518,0.88687,0.85443,0.83333,0.8358,0.64985,0.48506,0.93696,0.68725,7.5446e-05,7.5446e-05,7.5446e-05
87,900.106,0.47633,0.81547,0.87212,0.85443,0.83333,0.8358,0.64985,0.48506,0.93696,0.68725,7.07336e-05,7.07336e-05,7.07336e-05
88,910.462,0.51552,0.8295,0.85779,0.85847,0.83333,0.83601,0.65025,0.48596,0.92696,0.68783,6.60212e-05,6.60212e-05,6.60212e-05
89,920.845,0.56523,0.83015,0.86967,0.85847,0.83333,0.83601,0.65025,0.48596,0.92696,0.68783,6.13088e-05,6.13088e-05,6.13088e-05
90,931.177,0.51748,0.89271,0.87776,0.86106,0.83333,0.8358,0.65014,0.47847,0.91241,0.68912,5.65964e-05,5.65964e-05,5.65964e-05
91,941.412,0.47071,1.12895,0.76388,0.86106,0.83333,0.8358,0.65014,0.47847,0.91241,0.68912,5.1884e-05,5.1884e-05,5.1884e-05
92,951.631,0.42667,1.08874,0.77512,0.86426,0.83333,0.83561,0.66735,0.47701,0.90437,0.68902,4.71716e-05,4.71716e-05,4.71716e-05
93,961.915,0.49989,1.12698,0.775,0.86426,0.83333,0.83561,0.66735,0.47701,0.90437,0.68902,4.24592e-05,4.24592e-05,4.24592e-05
94,972.198,0.43999,1.10213,0.7659,0.86249,0.83333,0.83543,0.66724,0.47905,0.90813,0.68876,3.77468e-05,3.77468e-05,3.77468e-05
95,982.349,0.50778,1.11845,0.80577,0.86249,0.83333,0.83543,0.66724,0.47905,0.90813,0.68876,3.30344e-05,3.30344e-05,3.30344e-05
96,992.554,0.47595,1.13247,0.80638,0.86267,0.83333,0.83543,0.66724,0.48073,0.9217,0.68847,2.8322e-05,2.8322e-05,2.8322e-05
97,1002.74,0.44389,1.08354,0.81959,0.86267,0.83333,0.83543,0.66724,0.48073,0.9217,0.68847,2.36096e-05,2.36096e-05,2.36096e-05
98,1013.06,0.43001,1.08175,0.78203,0.86525,0.83333,0.8351,0.66705,0.48185,0.93016,0.68714,1.88972e-05,1.88972e-05,1.88972e-05
99,1023.47,0.45492,1.14333,0.80212,0.86525,0.83333,0.8351,0.66705,0.48185,0.93016,0.68714,1.41848e-05,1.41848e-05,1.41848e-05
100,1033.76,0.45908,1.11358,0.78995,0.86992,0.83333,0.83455,0.65021,0.48358,0.92915,0.68589,9.4724e-06,9.4724e-06,9.4724e-06
