epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,7.04961,1.14298,1.55558,1.11363,0.00658,0.5,0.25917,0.20721,0.97834,2.74875,0.96762,0.00074917,0.00074917,0.00074917
14,7.58115,1.19672,1.58233,1.14671,0.00642,0.5,0.23536,0.20042,0.95093,2.72344,0.97667,0.000798851,0.000798851,0.000798851
15,8.07411,1.1126,1.63988,1.11271,0.81204,0.16667,0.34824,0.19967,1.41405,2.71661,1.20091,0.000847213,0.000847213,0.000847213
16,8.52236,1.17668,1.65352,1.1632,1,0.24884,0.47393,0.34452,0.90627,2.30778,0.9907,0.000894254,0.000894254,0.000894254
17,8.97878,1.17533,1.74114,1.11479,0.84592,0.37738,0.42325,0.33756,0.75943,2.24302,0.89642,0.000939975,0.000939975,0.000939975
18,9.54815,1.07955,1.4971,1.06743,1,0.48926,0.4975,0.3955,0.74235,1.96642,0.86187,0.000984375,0.000984375,0.000984375
19,10.0211,1.1202,1.5194,1.11668,0.98777,0.5,0.4975,0.43182,0.7468,1.73051,0.86869,0.00102746,0.00102746,0.00102746
20,10.4829,1.09235,1.43667,1.06571,0.97508,0.5,0.4975,0.43492,0.72975,1.63828,0.87536,0.00106922,0.00106922,0.00106922
21,10.9574,1.0254,1.33701,1.03642,0.98419,0.5,0.4975,0.48953,0.67909,1.50518,0.81924,0.00110966,0.00110966,0.00110966
22,11.4113,1.08798,1.39856,1.06587,0.98956,0.5,0.4975,0.44773,0.68147,1.41408,0.82549,0.00114877,0.00114877,0.00114877
23,11.8696,1.22792,1.68354,1.07906,0.91326,0.5,0.43852,0.32358,0.80741,1.70259,0.85617,0.00118657,0.00118657,0.00118657
24,12.4489,1.11155,1.38843,1.10217,0.84799,0.41667,0.39351,0.26533,1.04879,1.83179,1.17037,0.00122305,0.00122305,0.00122305
25,13.3393,1.16376,1.47412,1.07565,1,0.40219,0.67535,0.34016,0.93773,1.55602,1.08279,0.00125821,0.00125821,0.00125821
26,14.2783,1.14476,1.52883,1.10384,0.97862,0.5,0.59592,0.42733,0.85453,1.32468,0.93875,0.00125442,0.00125442,0.00125442
27,15.2179,1.04683,1.34201,1.06328,0.99157,0.5,0.59646,0.47923,0.78942,1.13367,0.87447,0.00123791,0.00123791,0.00123791
28,16.2324,0.94404,1.25708,0.99389,0.99525,0.5,0.66915,0.49555,0.73639,1.06443,0.90452,0.00122141,0.00122141,0.00122141
29,17.1903,1.03389,1.2796,1.04131,0.99514,0.5,0.6793,0.48588,0.71645,1.04261,0.88861,0.00120491,0.00120491,0.00120491
30,18.0799,1.24898,1.36229,1.1297,0.99486,0.5,0.81575,0.48124,0.76363,1.20114,0.86011,0.0011884,0.0011884,0.0011884
31,18.963,1.07881,1.24275,1.04301,0.99452,0.5,0.995,0.53855,0.73298,1.18982,0.82986,0.0011719,0.0011719,0.0011719
32,19.8992,1.09278,1.40806,1.09971,0.99478,0.5,0.995,0.59846,0.75027,1.08722,0.85426,0.0011554,0.0011554,0.0011554
33,20.7912,1.06498,1.19735,1.02568,0.74405,0.71418,0.98357,0.55604,0.80588,1.15698,0.88831,0.00113889,0.00113889,0.00113889
34,21.7164,1.04471,1.07364,1.00456,0.89855,0.73105,0.97833,0.55891,0.80828,1.08061,0.91122,0.00112239,0.00112239,0.00112239
35,22.6471,1.00108,1.08917,1.04625,0.93378,0.74466,0.995,0.56238,0.75449,1.06905,0.88588,0.00110589,0.00110589,0.00110589
36,23.6086,0.93306,1.06487,1.00025,0.93143,0.70858,0.87525,0.54667,0.7072,1.17896,0.82766,0.00108938,0.00108938,0.00108938
37,24.6843,1.06979,1.20261,1.04759,0.98671,0.5,0.58231,0.47814,0.73875,1.20172,0.82183,0.00107288,0.00107288,0.00107288
38,25.6077,0.89678,1.04818,0.94218,0.99002,0.5,0.61701,0.49151,0.70072,1.06281,0.79967,0.00105638,0.00105638,0.00105638
39,26.5264,1.01534,1.16799,1.02222,0.987,0.5,0.66333,0.49898,0.68321,0.91385,0.80905,0.00103987,0.00103987,0.00103987
40,27.4297,1.17319,1.2216,1.08249,0.98766,0.5,0.60735,0.46537,0.60735,0.85532,0.80897,0.00102337,0.00102337,0.00102337
41,28.3187,0.95365,1.01048,0.95253,0.70088,0.6,0.58774,0.46465,0.586,0.75764,0.80628,0.00100687,0.00100687,0.00100687
42,29.2341,1.01548,1.14847,1.01145,0.69202,0.6,0.61683,0.46817,0.58418,0.73304,0.80564,0.000990365,0.000990365,0.000990365
43,30.1738,0.92113,1.02329,0.95975,0.68013,0.6,0.62963,0.51391,0.63445,0.75282,0.81904,0.000973861,0.000973861,0.000973861
44,31.1139,0.90669,1.00579,0.98971,0.88966,0.7,0.7584,0.54811,0.62187,0.70881,0.81656,0.000957358,0.000957358,0.000957358
45,32.0509,0.90671,1.08662,0.99965,0.93185,0.95267,0.995,0.69713,0.54853,0.67133,0.79249,0.000940855,0.000940855,0.000940855
46,32.9979,0.91364,0.97815,0.96573,0.92342,0.96047,0.995,0.63425,0.5723,0.65749,0.7931,0.000924352,0.000924352,0.000924352
47,34.0499,0.98007,1.02092,1.04898,0.94241,0.7,0.83591,0.54272,0.67896,0.6959,0.82099,0.000907848,0.000907848,0.000907848
48,34.9582,0.88938,0.92556,0.94911,0.94523,0.7,0.84591,0.54113,0.65624,0.67882,0.80226,0.000891345,0.000891345,0.000891345
49,35.901,0.76121,0.92224,0.94033,0.67757,0.68662,0.72681,0.51864,0.60214,0.66176,0.79176,0.000874842,0.000874842,0.000874842
50,36.815,0.79032,0.88207,0.94792,0.68087,0.68657,0.71163,0.50726,0.64314,0.67484,0.8139,0.000858338,0.000858338,0.000858338
51,37.7365,0.95979,0.96665,1.01671,0.68226,0.68829,0.71163,0.50877,0.68765,0.66382,0.82312,0.000841835,0.000841835,0.000841835
52,38.6167,0.95182,1.03026,1.05459,0.67996,0.7,0.76038,0.52447,0.67391,0.69753,0.80992,0.000825332,0.000825332,0.000825332
53,39.5239,0.95831,0.96745,1.01111,0.82823,0.9,0.905,0.52964,0.60175,0.65997,0.79442,0.000808828,0.000808828,0.000808828
54,40.3546,0.80493,0.88178,0.95523,0.92687,0.9,0.89525,0.60957,0.55624,0.6288,0.79291,0.000792325,0.000792325,0.000792325
55,41.2914,0.85124,0.90628,0.98815,0.93779,0.9,0.89524,0.58811,0.55962,0.61725,0.78962,0.000775822,0.000775822,0.000775822
56,42.2207,0.83322,0.85931,0.97062,0.93973,0.9,0.89524,0.56717,0.5644,0.62469,0.78015,0.000759318,0.000759318,0.000759318
57,43.1419,0.88509,0.94708,0.95329,0.94454,0.9,0.89524,0.56762,0.53858,0.6067,0.76301,0.000742815,0.000742815,0.000742815
58,44.1395,0.80247,0.87044,0.9622,0.95315,0.9,0.89524,0.64069,0.46735,0.5686,0.75648,0.000726312,0.000726312,0.000726312
59,45.0069,0.96031,0.94955,1.01951,0.9483,0.9,0.89522,0.59777,0.46928,0.52556,0.76725,0.000709809,0.000709809,0.000709809
60,45.9325,0.85332,0.88009,0.94273,0.94612,0.9,0.89521,0.60175,0.48356,0.56284,0.76646,0.000693305,0.000693305,0.000693305
61,46.8681,0.8993,0.87157,0.99117,0.95148,0.9,0.89522,0.59672,0.49909,0.57374,0.76246,0.000676802,0.000676802,0.000676802
62,47.8721,0.78248,0.82294,0.94139,0.93488,0.9,0.89522,0.59902,0.55519,0.57809,0.76385,0.000660299,0.000660299,0.000660299
63,48.8062,0.91561,0.89389,0.96381,0.83397,0.9,0.90833,0.55507,0.58225,0.57486,0.77282,0.000643795,0.000643795,0.000643795
64,49.6922,0.83841,0.9096,0.95877,0.93785,0.99203,0.995,0.54929,0.58354,0.5636,0.78057,0.000627292,0.000627292,0.000627292
65,50.5924,0.84465,0.9122,0.96813,0.94655,0.9,0.89523,0.55861,0.58476,0.56922,0.7869,0.000610789,0.000610789,0.000610789
66,51.5087,0.80786,0.81317,0.92814,0.95977,0.9,0.89523,0.60928,0.61394,0.58581,0.80891,0.000594286,0.000594286,0.000594286
67,52.3459,0.87445,0.83209,0.99813,0.96646,0.9,0.89523,0.59694,0.63437,0.59113,0.87491,0.000577782,0.000577782,0.000577782
68,52.8903,0.77772,0.80435,0.95982,0.96524,0.9,0.89523,0.59799,0.61011,0.58915,0.86487,0.000561279,0.000561279,0.000561279
69,53.3547,0.85413,0.86757,0.98493,0.96397,0.9,0.89522,0.64523,0.4775,0.54514,0.75334,0.000544776,0.000544776,0.000544776
70,53.8114,0.83797,0.85418,0.92886,0.96737,0.9,0.89523,0.63612,0.47409,0.52464,0.75575,0.000528272,0.000528272,0.000528272
71,54.2686,0.79812,0.78188,0.9729,0.7729,0.9,0.88212,0.59035,0.49052,0.48447,0.76513,0.000511769,0.000511769,0.000511769
72,54.7305,0.83935,0.80353,0.94931,0.92172,0.7,0.81078,0.55286,0.49502,0.47212,0.76503,0.000495266,0.000495266,0.000495266
73,55.1727,0.7164,0.78665,0.9797,0.76914,0.9,0.87833,0.56873,0.48005,0.46652,0.75995,0.000478762,0.000478762,0.000478762
74,55.6542,0.74555,0.75748,0.94514,0.94826,0.99648,0.995,0.5711,0.46828,0.47073,0.75758,0.000462259,0.000462259,0.000462259
75,56.1025,0.75353,0.77826,0.93761,0.95436,0.97669,0.995,0.5709,0.45468,0.47637,0.75085,0.000445756,0.000445756,0.000445756
76,56.5555,0.85554,0.79104,0.96734,0.95581,0.98449,0.995,0.60899,0.45114,0.46282,0.74815,0.000429253,0.000429253,0.000429253
77,57.0085,0.77662,0.79502,0.97601,0.95572,0.98745,0.995,0.61363,0.44715,0.43482,0.74838,0.000412749,0.000412749,0.000412749
78,57.5573,0.73084,0.73944,0.94672,0.95448,0.98984,0.995,0.62985,0.43377,0.4217,0.74977,0.000396246,0.000396246,0.000396246
79,58.0216,0.78059,0.75262,0.95226,0.95465,1,0.995,0.65842,0.4275,0.42019,0.75099,0.000379743,0.000379743,0.000379743
80,58.5051,0.75301,0.79077,0.95513,0.95594,1,0.995,0.6987,0.42986,0.40667,0.75164,0.000363239,0.000363239,0.000363239
81,58.9652,0.64715,0.75044,0.90344,0.95335,1,0.995,0.6995,0.42389,0.40087,0.74923,0.000346736,0.000346736,0.000346736
82,59.444,0.69845,0.71422,0.95074,0.94966,1,0.995,0.72052,0.41337,0.39218,0.74673,0.000330233,0.000330233,0.000330233
83,59.9161,0.75544,0.74788,0.95791,0.94662,1,0.995,0.7027,0.40955,0.40505,0.74487,0.000313729,0.000313729,0.000313729
84,60.3596,0.80655,0.78766,0.96298,0.94571,1,0.995,0.70968,0.40133,0.40936,0.74302,0.000297226,0.000297226,0.000297226
85,60.8243,0.69413,0.70086,0.91842,0.94722,1,0.995,0.72391,0.40292,0.41386,0.74432,0.000280723,0.000280723,0.000280723
86,61.2943,0.73379,0.7741,0.96376,0.94865,1,0.995,0.68372,0.41074,0.41431,0.74313,0.00026422,0.00026422,0.00026422
87,61.8481,0.79222,0.77509,0.9529,0.9488,1,0.995,0.70391,0.4088,0.42126,0.74223,0.000247716,0.000247716,0.000247716
88,62.3067,0.67816,0.64176,0.93244,0.9473,1,0.995,0.68478,0.40861,0.42528,0.73972,0.000231213,0.000231213,0.000231213
89,62.7746,0.70929,0.72531,0.8936,0.94313,1,0.995,0.675,0.41269,0.41124,0.7374,0.00021471,0.00021471,0.00021471
90,63.2351,0.65438,0.75002,0.93133,0.94568,1,0.995,0.68943,0.39671,0.40298,0.73582,0.000198206,0.000198206,0.000198206
91,74.861,0.50254,0.69341,0.81169,0.95309,1,0.995,0.68762,0.39267,0.41647,0.73562,0.000181703,0.000181703,0.000181703
92,75.3775,0.58294,0.75507,0.86849,0.95305,1,0.995,0.66447,0.39104,0.42254,0.73356,0.0001652,0.0001652,0.0001652
93,75.8491,0.5093,0.75006,0.83783,0.95544,0.99899,0.995,0.66747,0.39435,0.42226,0.73289,0.000148696,0.000148696,0.000148696
94,76.3236,0.51198,0.66782,0.82046,0.9498,1,0.995,0.66483,0.38952,0.41528,0.73139,0.000132193,0.000132193,0.000132193
95,76.7997,0.56197,0.71957,0.80609,0.94745,1,0.995,0.68211,0.38857,0.41809,0.72857,0.00011569,0.00011569,0.00011569
96,77.2754,0.48973,0.6654,0.77154,0.94674,1,0.995,0.68932,0.38426,0.42563,0.72809,9.91865e-05,9.91865e-05,9.91865e-05
97,77.8081,0.53056,0.69736,0.83496,0.93945,1,0.995,0.70643,0.38244,0.42955,0.72687,8.26832e-05,8.26832e-05,8.26832e-05
98,78.2768,0.51655,0.6893,0.79445,0.93499,1,0.995,0.71287,0.38614,0.42659,0.72626,6.61799e-05,6.61799e-05,6.61799e-05
99,78.7378,0.48573,0.67137,0.77981,0.93651,1,0.995,0.7103,0.38323,0.42706,0.72591,4.96766e-05,4.96766e-05,4.96766e-05
100,79.2006,0.48681,0.65942,0.79794,0.93797,1,0.995,0.71393,0.38672,0.42385,0.72567,3.31733e-05,3.31733e-05,3.31733e-05
